Age,Attrition,BusinessTravel,Department,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobSatisfaction,MaritalStatus,MonthlyIncome,Income_bin,OverTime,TotalWorkingYears,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,DistanceFromHome
41,0,Non-Travel,Research & Development,Other,1,Female,2,2,3,Single,6811,3,Yes,10,3,8,7,0,7,2
26,0,Travel_Rarely,Sales,Medical,1,Male,3,2,3,Divorced,4306,2,No,8,3,0,0,0,0,29
35,0,Travel_Rarely,Sales,Medical,1,Female,3,2,3,Single,4859,2,No,5,3,5,4,0,3,1
34,0,Travel_Rarely,Sales,Life Sciences,4,Male,4,2,4,Single,5337,2,No,10,3,10,7,5,7,21
26,1,Travel_Rarely,Research & Development,Technical Degree,3,Male,1,1,4,Single,2340,1,Yes,1,1,1,0,0,0,24
37,0,Travel_Rarely,Research & Development,Technical Degree,2,Female,3,3,4,Single,7491,3,No,12,4,6,5,1,2,1
46,0,Travel_Frequently,Research & Development,Medical,1,Female,3,3,3,Married,10527,4,No,28,2,2,2,1,2,18
41,0,Travel_Rarely,Sales,Life Sciences,2,Female,3,4,1,Married,16595,6,No,22,3,18,16,11,8,2
37,0,Non-Travel,Sales,Medical,1,Male,3,3,2,Divorced,8834,3,No,9,3,9,5,7,7,9
52,0,Travel_Rarely,Research & Development,Technical Degree,4,Male,3,2,1,Divorced,5577,2,Yes,18,3,10,9,6,9,6
32,1,Non-Travel,Sales,Other,4,Male,4,2,3,Married,4707,2,No,6,3,4,2,1,2,11
24,0,Travel_Frequently,Sales,Medical,4,Male,3,1,4,Married,2400,1,No,3,3,2,2,2,1,24
38,0,Travel_Rarely,Research & Development,Medical,3,Female,3,2,3,Married,9824,4,No,18,3,1,0,0,0,10
37,0,Travel_Rarely,Research & Development,Life Sciences,2,Female,3,2,2,Married,6447,3,No,8,2,6,5,4,3,1
49,0,Travel_Rarely,Research & Development,Life Sciences,4,Male,2,5,3,Divorced,19502,6,Yes,31,3,31,9,0,9,18
24,0,Travel_Rarely,Research & Development,Medical,2,Male,4,1,4,Married,2725,1,Yes,6,3,6,5,1,4,23
26,0,Travel_Rarely,Sales,Marketing,1,Male,3,2,2,Married,6272,3,No,6,4,5,3,1,4,28
24,0,Travel_Rarely,Research & Development,Other,4,Male,2,1,2,Married,2127,1,No,1,3,1,0,0,0,17
50,0,Travel_Frequently,Human Resources,Medical,1,Male,3,5,2,Married,18200,6,No,32,3,32,5,10,7,3
25,0,Travel_Rarely,Sales,Medical,2,Male,3,1,3,Married,2096,1,No,7,3,7,4,0,6,13
24,1,Travel_Frequently,Research & Development,Life Sciences,1,Female,3,1,3,Married,2886,1,Yes,6,3,6,3,1,2,7
30,1,Travel_Frequently,Sales,Life Sciences,2,Male,2,1,1,Married,2033,1,No,1,4,1,0,0,0,12
34,0,Travel_Rarely,Research & Development,Life Sciences,2,Male,2,1,4,Married,3622,2,Yes,6,3,6,5,1,3,1
31,1,Travel_Rarely,Sales,Medical,2,Male,3,2,1,Divorced,4233,2,No,9,1,3,1,1,2,13
35,0,Travel_Rarely,Research & Development,Other,1,Male,2,2,4,Single,3681,2,No,9,3,3,2,0,2,25
31,0,Travel_Rarely,Sales,Medical,1,Male,4,2,4,Divorced,5460,2,No,13,4,7,7,5,7,6
27,0,Travel_Rarely,Research & Development,Medical,1,Female,2,1,3,Divorced,2187,1,No,6,2,5,3,0,3,6
37,0,Travel_Rarely,Sales,Marketing,4,Male,3,2,3,Married,9602,4,Yes,17,2,3,0,1,0,2
20,0,Travel_Rarely,Research & Development,Life Sciences,4,Female,2,1,2,Single,2836,1,No,1,4,1,0,0,0,1
42,0,Travel_Rarely,Research & Development,Life Sciences,3,Female,3,2,4,Married,4089,2,No,10,3,10,2,2,2,2
43,0,Travel_Rarely,Research & Development,Other,2,Male,2,4,4,Divorced,16627,6,Yes,21,2,1,0,0,0,6
38,0,Travel_Rarely,Research & Development,Life Sciences,3,Female,3,1,1,Single,2619,1,No,8,2,0,0,0,0,1
43,0,Travel_Frequently,Research & Development,Medical,4,Male,3,2,3,Divorced,5679,2,Yes,10,3,8,7,4,7,9
48,0,Travel_Rarely,Research & Development,Life Sciences,4,Female,2,4,1,Married,15402,6,No,21,1,3,2,0,2,1
44,0,Travel_Rarely,Human Resources,Life Sciences,1,Female,2,2,3,Single,5985,2,No,10,4,2,2,0,2,1
34,0,Travel_Rarely,Sales,Technical Degree,3,Female,3,1,3,Divorced,2579,1,Yes,8,3,8,2,0,6,14
27,1,Travel_Rarely,Sales,Marketing,3,Male,3,1,1,Divorced,3041,2,No,5,3,4,3,0,2,2
21,0,Travel_Rarely,Sales,Technical Degree,3,Male,3,1,3,Single,3447,2,No,3,3,3,2,1,2,22
44,0,Travel_Rarely,Research & Development,Other,4,Male,3,5,4,Married,19513,6,Yes,26,4,2,2,0,1,3
22,0,Travel_Rarely,Research & Development,Medical,1,Male,3,1,3,Married,2773,1,No,3,3,2,2,2,2,6
33,0,Travel_Rarely,Sales,Marketing,3,Male,3,2,3,Divorced,7104,3,No,6,3,5,0,1,2,8
32,0,Travel_Rarely,Research & Development,Life Sciences,1,Female,3,2,4,Married,6322,3,Yes,6,2,6,4,0,5,9
30,0,Travel_Frequently,Research & Development,Medical,3,Female,3,1,3,Divorced,2083,1,No,1,3,1,0,0,0,3
53,0,Travel_Rarely,Sales,Medical,4,Female,3,2,1,Single,8381,3,No,18,4,14,7,8,10,1
34,0,Travel_Rarely,Research & Development,Life Sciences,2,Male,3,1,4,Married,2691,1,No,10,2,10,9,8,8,1
45,1,Travel_Frequently,Sales,Life Sciences,1,Female,3,2,1,Married,4286,2,No,5,3,1,1,0,0,26
26,0,Travel_Rarely,Research & Development,Life Sciences,3,Female,3,1,4,Married,2659,1,Yes,3,3,3,2,0,2,6
37,0,Travel_Rarely,Research & Development,Other,3,Male,3,3,3,Married,9434,4,No,10,3,10,7,7,8,3
29,0,Travel_Rarely,Sales,Medical,2,Female,3,2,3,Married,5561,2,No,6,2,6,0,1,2,3
35,0,Travel_Rarely,Research & Development,Life Sciences,2,Male,1,2,4,Single,6646,3,No,17,3,17,11,11,8,6
33,0,Travel_Frequently,Research & Development,Life Sciences,3,Male,3,2,4,Divorced,7725,3,No,15,1,13,11,4,7,6
54,0,Travel_Rarely,Human Resources,Medical,3,Male,3,3,2,Married,10725,4,No,16,4,9,7,7,1,19
36,0,Travel_Rarely,Research & Development,Medical,2,Male,2,2,2,Divorced,8847,3,Yes,13,3,3,2,0,2,9
27,0,Travel_Rarely,Research & Development,Medical,1,Male,2,1,4,Single,2045,1,No,5,3,4,2,1,1,3
20,1,Travel_Rarely,Research & Development,Medical,4,Male,3,1,3,Single,1009,1,Yes,1,3,1,0,1,1,10
33,1,Travel_Frequently,Research & Development,Life Sciences,1,Male,3,1,1,Single,3348,2,Yes,10,3,10,8,9,7,3
35,0,Non-Travel,Research & Development,Life Sciences,3,Male,2,1,3,Married,1281,1,No,1,3,1,0,0,0,3
23,0,Travel_Rarely,Research & Development,Medical,1,Male,4,1,1,Married,2819,1,No,5,4,3,2,0,2,4
25,0,Travel_Rarely,Sales,Life Sciences,4,Male,4,2,2,Married,4851,2,No,4,3,3,2,1,2,8
38,0,Travel_Rarely,Sales,Marketing,4,Female,2,2,4,Single,4028,2,No,8,3,7,7,0,5,7
29,0,Travel_Frequently,Research & Development,Life Sciences,2,Male,1,1,4,Divorced,2720,1,No,10,3,10,7,2,8,1
48,0,Travel_Rarely,Sales,Marketing,2,Male,4,2,2,Married,8120,3,No,12,3,2,2,2,2,2
27,0,Travel_Frequently,Sales,Medical,4,Female,4,2,4,Divorced,4647,2,Yes,6,3,6,5,0,4,3
37,0,Travel_Rarely,Research & Development,Life Sciences,4,Male,4,1,4,Single,4680,2,No,4,3,1,0,0,0,10
50,0,Travel_Rarely,Research & Development,Medical,4,Male,4,1,3,Married,3221,2,Yes,20,3,20,8,3,8,28
34,0,Travel_Rarely,Research & Development,Medical,4,Female,2,3,2,Single,8621,3,No,9,4,8,7,7,7,9
24,1,Travel_Rarely,Sales,Life Sciences,1,Female,3,2,3,Single,4577,2,No,4,3,2,2,2,0,3
39,0,Travel_Rarely,Research & Development,Technical Degree,4,Female,2,2,3,Single,4553,2,No,20,3,20,7,11,10,2
32,0,Travel_Rarely,Sales,Marketing,4,Male,3,2,4,Single,5396,2,No,10,2,10,7,0,8,10
50,1,Travel_Frequently,Sales,Technical Degree,2,Male,3,2,3,Married,6796,3,Yes,18,3,4,3,1,3,8
38,0,Travel_Rarely,Research & Development,Life Sciences,2,Female,4,2,4,Single,7625,3,No,10,2,9,7,1,8,1
27,0,Travel_Rarely,Research & Development,Life Sciences,3,Female,3,3,1,Married,7412,3,No,9,3,9,7,0,7,1
32,0,Travel_Rarely,Research & Development,Life Sciences,3,Female,3,3,4,Single,11159,4,No,10,3,7,7,7,7,3
47,0,Travel_Rarely,Sales,Marketing,4,Male,3,2,1,Single,4960,2,No,20,3,7,7,1,7,14
40,0,Travel_Frequently,Sales,Life Sciences,4,Male,2,3,1,Married,10475,4,Yes,20,3,18,13,1,12,5
53,0,Travel_Rarely,Research & Development,Life Sciences,3,Male,4,4,3,Married,14814,5,No,32,3,5,1,1,3,7
41,0,Travel_Rarely,Human Resources,Human Resources,2,Male,2,5,4,Divorced,19141,6,No,23,2,21,6,12,6,10
60,0,Travel_Rarely,Sales,Marketing,1,Male,3,2,1,Single,5405,2,No,10,3,2,2,2,2,16
27,0,Travel_Frequently,Research & Development,Life Sciences,4,Male,3,3,1,Divorced,8793,3,No,9,2,9,7,1,7,10
41,0,Travel_Rarely,Human Resources,Human Resources,4,Male,2,5,3,Married,19189,6,No,22,3,22,7,2,10,1
50,0,Travel_Rarely,Sales,Marketing,4,Male,3,1,2,Married,3875,2,No,4,3,2,2,2,2,8
28,1,Travel_Rarely,Research & Development,Life Sciences,1,Female,1,1,2,Single,2216,1,Yes,10,3,7,7,3,7,1
36,0,Non-Travel,Research & Development,Life Sciences,1,Female,4,3,1,Married,11713,4,No,10,3,8,7,0,5,8
38,0,Travel_Rarely,Research & Development,Life Sciences,3,Female,3,3,3,Single,7861,3,Yes,10,4,1,0,0,0,1
44,0,Non-Travel,Research & Development,Medical,1,Male,1,1,3,Single,3708,2,No,9,3,5,2,1,4,24
47,0,Travel_Frequently,Sales,Medical,4,Female,3,4,3,Divorced,13770,5,Yes,28,2,22,2,11,13,3
30,0,Travel_Rarely,Sales,Marketing,3,Male,3,2,4,Divorced,5304,2,No,10,2,8,7,7,7,27
29,0,Travel_Rarely,Sales,Life Sciences,3,Male,3,1,3,Single,2642,1,No,1,3,1,0,0,0,10
42,1,Travel_Frequently,Research & Development,Medical,3,Male,4,1,3,Divorced,2759,1,Yes,7,3,2,2,2,2,19
43,0,Travel_Frequently,Sales,Life Sciences,4,Male,2,2,4,Married,6804,3,No,7,3,2,2,2,2,15
34,0,Travel_Rarely,Research & Development,Medical,2,Female,3,2,3,Single,6142,3,No,10,3,5,1,4,3,8
23,0,Travel_Rarely,Research & Development,Medical,2,Male,3,1,1,Married,2500,1,No,5,4,4,3,0,2,9
39,0,Travel_Rarely,Human Resources,Human Resources,3,Female,4,2,2,Married,6389,3,No,12,1,8,3,3,6,3
56,0,Travel_Rarely,Research & Development,Medical,3,Male,3,4,4,Married,11103,4,No,30,2,10,7,1,1,9
40,0,Travel_Rarely,Research & Development,Medical,4,Female,2,1,4,Single,2342,1,Yes,5,2,4,2,2,3,2
27,0,Travel_Rarely,Research & Development,Medical,4,Female,2,2,1,Single,6811,3,No,9,1,7,6,0,7,7
29,0,Travel_Rarely,Sales,Marketing,4,Male,3,1,2,Divorced,2297,1,No,2,3,2,2,2,2,10
53,0,Travel_Rarely,Research & Development,Life Sciences,4,Male,3,2,4,Single,2450,1,No,19,3,2,2,2,2,6
35,0,Non-Travel,Research & Development,Life Sciences,4,Female,3,2,1,Divorced,5093,2,No,16,4,1,0,0,0,2
32,0,Travel_Frequently,Research & Development,Life Sciences,1,Male,3,2,4,Married,5309,2,No,10,3,10,8,4,7,24
38,0,Travel_Rarely,Research & Development,Medical,4,Male,3,1,3,Married,3057,2,Yes,6,1,1,0,0,1,2
34,0,Travel_Rarely,Research & Development,Life Sciences,2,Female,3,2,1,Divorced,5121,2,No,7,3,0,0,0,0,8
52,0,Travel_Rarely,Sales,Marketing,3,Male,2,4,1,Married,16856,6,No,34,4,34,6,1,16,3
33,1,Travel_Rarely,Research & Development,Other,4,Male,3,1,4,Single,2686,1,Yes,10,2,10,9,7,8,1
25,0,Travel_Rarely,Sales,Medical,3,Female,3,2,4,Single,6180,3,No,6,2,6,5,1,4,26
45,0,Travel_Rarely,Sales,Technical Degree,2,Male,1,2,3,Single,6632,3,No,9,3,8,7,3,1,2
23,0,Travel_Rarely,Research & Development,Medical,1,Male,4,1,3,Single,3505,2,No,2,3,2,2,0,2,10
47,1,Travel_Frequently,Sales,Life Sciences,2,Female,4,2,3,Single,6397,3,Yes,8,3,5,4,1,3,27
34,0,Travel_Rarely,Sales,Other,4,Male,3,2,4,Single,6274,3,No,6,3,6,5,1,4,2
55,1,Travel_Rarely,Research & Development,Medical,4,Male,3,5,1,Married,19859,6,Yes,24,3,5,2,1,4,2
36,0,Non-Travel,Sales,Life Sciences,1,Male,2,3,1,Single,7587,3,No,10,3,10,7,0,9,8
52,0,Non-Travel,Research & Development,Medical,4,Male,3,1,4,Married,4258,2,No,5,3,4,3,1,2,19
26,0,Travel_Frequently,Research & Development,Life Sciences,1,Female,1,1,4,Divorced,4364,2,No,5,3,2,2,2,0,1
29,0,Travel_Rarely,Research & Development,Medical,2,Female,3,2,3,Married,4335,2,No,11,2,8,7,1,1,27
26,1,Travel_Rarely,Sales,Technical Degree,4,Male,2,2,1,Single,5326,2,No,6,2,4,3,1,2,8
34,0,Travel_Rarely,Research & Development,Life Sciences,2,Female,4,1,4,Single,3280,2,No,10,3,4,2,1,3,1
54,0,Travel_Rarely,Research & Development,Medical,4,Female,3,2,1,Divorced,5485,2,Yes,9,3,5,3,1,4,19
27,0,Travel_Frequently,Sales,Marketing,3,Male,3,2,4,Married,4342,2,No,5,3,4,2,1,1,8
37,0,Travel_Rarely,Research & Development,Life Sciences,4,Female,3,1,1,Divorced,2782,1,Yes,6,2,5,3,4,3,10
38,0,Travel_Frequently,Research & Development,Life Sciences,1,Female,4,2,1,Single,5980,2,Yes,17,3,15,7,4,12,2
34,0,Travel_Rarely,Research & Development,Medical,3,Female,2,1,1,Single,4381,2,No,6,3,6,5,1,3,2
35,0,Travel_Rarely,Sales,Life Sciences,1,Female,3,1,4,Married,2572,1,No,3,2,3,2,0,2,8
30,0,Travel_Rarely,Research & Development,Life Sciences,4,Male,1,1,3,Married,3833,2,No,7,3,2,2,0,2,1
40,0,Travel_Frequently,Research & Development,Medical,3,Female,4,2,2,Married,4244,2,No,8,3,8,7,3,7,2
34,0,Travel_Rarely,Sales,Life Sciences,3,Female,3,2,1,Married,6500,3,No,6,3,3,2,1,2,8
42,0,Travel_Frequently,Research & Development,Life Sciences,2,Male,3,5,4,Divorced,18430,6,No,24,2,24,7,14,9,8
23,1,Travel_Rarely,Research & Development,Life Sciences,3,Male,4,1,1,Married,1601,1,Yes,1,3,0,0,0,0,6
24,0,Non-Travel,Research & Development,Life Sciences,3,Male,2,1,2,Divorced,2694,1,No,1,3,1,0,0,0,9
52,0,Travel_Rarely,Research & Development,Life Sciences,4,Female,3,2,3,Married,3149,2,No,9,3,5,2,1,4,11
50,0,Travel_Rarely,Research & Development,Medical,3,Male,3,4,3,Married,17639,6,No,30,3,4,3,0,3,2
29,1,Travel_Rarely,Research & Development,Life Sciences,2,Female,2,1,1,Married,2319,1,Yes,1,3,1,0,0,0,1
33,0,Travel_Rarely,Research & Development,Medical,3,Male,3,3,3,Married,11691,4,No,14,4,13,9,3,7,7
33,1,Travel_Rarely,Sales,Marketing,1,Female,3,2,1,Single,5324,2,No,6,3,3,2,0,2,16
47,0,Travel_Rarely,Research & Development,Other,3,Female,3,4,4,Married,16752,6,Yes,26,2,26,14,3,0,2
36,0,Travel_Rarely,Research & Development,Other,3,Female,3,2,2,Married,5228,2,No,10,3,9,7,0,5,1
29,0,Travel_Rarely,Research & Development,Life Sciences,3,Male,4,1,3,Married,2700,1,No,10,3,10,7,0,7,23
58,1,Travel_Rarely,Research & Development,Life Sciences,4,Male,3,5,2,Single,19246,6,Yes,40,3,31,15,13,8,2
35,0,Travel_Rarely,Research & Development,Life Sciences,4,Female,4,1,3,Single,2506,1,No,7,3,2,2,2,2,1
42,0,Travel_Rarely,Research & Development,Life Sciences,4,Female,2,2,4,Married,6062,3,Yes,8,3,4,3,0,2,1
28,1,Travel_Rarely,Research & Development,Medical,3,Male,3,1,3,Single,4382,2,No,5,2,2,2,2,1,2
36,0,Travel_Rarely,Human Resources,Human Resources,3,Male,3,1,2,Married,2143,1,No,8,3,5,2,0,4,13
32,0,Travel_Rarely,Research & Development,Life Sciences,3,Female,2,2,3,Married,6162,3,No,14,3,14,13,6,8,4
40,0,Travel_Frequently,Research & Development,Medical,1,Male,2,2,3,Single,5094,2,No,10,3,1,0,0,0,16
30,0,Travel_Rarely,Research & Development,Medical,3,Female,2,2,4,Single,6877,3,Yes,12,2,0,0,0,0,2
45,0,Travel_Rarely,Research & Development,Life Sciences,2,Female,2,1,3,Single,2274,1,No,1,3,1,0,0,0,2
42,0,Travel_Rarely,Research & Development,Life Sciences,2,Male,3,2,2,Married,4434,2,No,10,2,9,8,7,8,29
38,0,Travel_Frequently,Research & Development,Life Sciences,1,Male,2,2,1,Divorced,6288,3,No,13,2,4,3,1,2,12
34,0,Travel_Frequently,Research & Development,Life Sciences,3,Female,2,1,4,Single,2553,1,No,6,3,5,2,1,3,16
49,1,Travel_Rarely,Sales,Marketing,3,Female,3,3,4,Married,7654,3,No,9,4,9,8,7,7,11
55,1,Travel_Rarely,Sales,Medical,3,Male,3,2,4,Single,5160,2,No,12,2,9,7,7,3,2
43,0,Travel_Rarely,Research & Development,Life Sciences,2,Male,3,4,1,Married,17159,6,No,22,3,4,1,1,0,14
27,0,Travel_Rarely,Research & Development,Technical Degree,3,Male,2,3,4,Divorced,12808,5,Yes,9,3,9,8,0,8,5
35,0,Travel_Rarely,Research & Development,Other,3,Male,3,3,3,Single,10221,4,No,17,4,8,5,1,6,7
28,0,Travel_Rarely,Sales,Marketing,2,Female,3,2,2,Married,4779,2,Yes,8,3,8,7,7,5,2
34,0,Travel_Rarely,Human Resources,Human Resources,3,Male,3,1,4,Married,3737,2,No,4,1,3,2,0,2,3
26,1,Travel_Frequently,Research & Development,Medical,3,Female,2,1,3,Married,2366,1,Yes,8,3,8,7,1,7,5
27,0,Non-Travel,Research & Development,Medical,4,Male,3,1,4,Married,1706,1,No,0,2,0,0,0,0,3
51,0,Travel_Rarely,Sales,Marketing,1,Female,3,4,3,Married,16307,6,No,29,2,20,6,4,17,26
44,0,Travel_Rarely,Research & Development,Medical,4,Male,3,2,2,Single,5933,2,No,10,2,5,2,2,3,4
25,0,Travel_Rarely,Research & Development,Medical,1,Male,4,1,1,Single,3424,2,No,6,2,4,3,0,1,2
33,0,Travel_Rarely,Sales,Medical,1,Male,4,2,1,Divorced,4037,2,No,9,3,9,8,0,8,1
35,0,Travel_Rarely,Research & Development,Medical,3,Female,2,1,1,Single,2559,1,No,6,2,6,5,1,1,27
36,0,Travel_Rarely,Sales,Life Sciences,2,Male,3,2,4,Married,6201,3,Yes,18,2,18,14,4,11,1
32,0,Travel_Rarely,Sales,Life Sciences,2,Male,3,2,4,Divorced,4403,2,No,8,2,5,2,0,3,13
30,0,Travel_Frequently,Research & Development,Life Sciences,2,Male,2,1,4,Divorced,3761,2,No,10,2,5,4,0,3,5
53,0,Travel_Rarely,Sales,Marketing,1,Female,2,3,4,Married,10934,4,Yes,35,3,5,2,0,4,7
45,0,Travel_Rarely,Sales,Marketing,4,Male,3,3,1,Divorced,10761,4,Yes,18,3,5,4,0,2,9
32,0,Travel_Rarely,Research & Development,Medical,3,Female,4,2,3,Married,5175,2,No,9,2,5,3,1,3,8
52,0,Travel_Frequently,Research & Development,Medical,3,Female,2,4,4,Married,13826,5,No,31,3,9,8,0,0,25
37,0,Travel_Rarely,Sales,Marketing,4,Male,2,2,3,Divorced,6334,3,No,9,3,1,0,0,0,16
28,0,Travel_Rarely,Human Resources,Medical,2,Male,2,1,4,Divorced,4936,2,No,6,3,5,1,0,4,8
22,0,Travel_Rarely,Research & Development,Life Sciences,4,Male,2,2,4,Married,4775,2,No,4,1,2,2,2,2,1
44,0,Travel_Rarely,Research & Development,Life Sciences,1,Male,4,1,4,Married,2818,1,Yes,10,2,3,2,0,2,8
42,0,Travel_Frequently,Research & Development,Medical,2,Male,3,1,4,Single,2515,1,Yes,8,3,2,1,2,2,2
36,0,Travel_Rarely,Human Resources,Life Sciences,1,Male,2,1,1,Married,2342,1,No,6,3,5,4,0,3,8
25,0,Travel_Rarely,Sales,Other,3,Male,3,2,1,Married,4194,2,Yes,5,3,5,3,0,3,3
35,0,Travel_Rarely,Research & Development,Life Sciences,4,Female,2,3,3,Married,10685,4,Yes,17,3,17,14,5,15,9
35,1,Travel_Frequently,Research & Development,Life Sciences,4,Female,3,1,2,Divorced,2022,1,Yes,10,2,10,2,7,8,25
32,0,Non-Travel,Research & Development,Life Sciences,4,Male,3,1,4,Divorced,2314,1,No,4,3,3,0,0,2,1
25,0,Travel_Rarely,Sales,Marketing,3,Male,2,2,1,Married,4256,2,No,5,4,5,2,0,3,4
49,0,Travel_Rarely,Research & Development,Technical Degree,3,Female,3,1,1,Married,3580,2,No,7,3,4,2,0,2,1
24,0,Non-Travel,Research & Development,Life Sciences,1,Male,2,1,4,Married,3162,2,No,6,2,5,2,3,4,4
32,0,Travel_Frequently,Sales,Life Sciences,2,Male,3,2,2,Married,6524,3,No,10,3,10,8,5,3,5
38,0,Travel_Rarely,Sales,Marketing,2,Male,2,1,2,Married,2899,1,No,3,3,2,2,1,2,9
42,0,Travel_Rarely,Research & Development,Life Sciences,3,Female,4,2,4,Married,5231,2,Yes,17,2,5,3,1,3,3
31,0,Travel_Rarely,Research & Development,Life Sciences,4,Male,3,1,4,Married,2356,1,Yes,8,3,6,4,0,2,11
29,1,Travel_Rarely,Sales,Medical,2,Female,2,1,3,Divorced,2800,1,Yes,5,3,3,2,0,2,1
53,0,Travel_Rarely,Sales,Marketing,1,Male,3,4,4,Married,11836,4,No,28,3,2,0,2,2,8
35,0,Travel_Rarely,Research & Development,Technical Degree,4,Male,2,3,2,Married,10903,4,No,16,3,13,10,4,8,25
37,0,Travel_Frequently,Sales,Medical,3,Female,3,1,4,Married,2973,1,No,10,3,5,4,0,0,21
53,0,Travel_Rarely,Research & Development,Life Sciences,4,Female,3,4,4,Single,14275,5,No,33,3,12,9,3,8,23
43,0,Travel_Frequently,Research & Development,Life Sciences,4,Female,3,2,4,Married,5562,2,No,12,2,5,2,2,2,1
47,0,Travel_Rarely,Sales,Marketing,3,Female,3,2,4,Married,4537,2,Yes,8,3,7,6,7,7,2
37,0,Non-Travel,Sales,Medical,1,Male,3,3,2,Single,7642,3,Yes,10,3,10,0,0,9,19
50,0,Non-Travel,Research & Development,Life Sciences,1,Male,3,4,1,Divorced,17924,6,No,31,3,31,6,14,7,2
39,0,Travel_Rarely,Human Resources,Life Sciences,4,Female,2,2,4,Married,5204,2,No,13,3,5,4,0,4,2
33,0,Travel_Rarely,Human Resources,Human Resources,4,Male,3,1,2,Divorced,2277,1,Yes,7,4,4,3,0,3,3
32,1,Travel_Rarely,Research & Development,Life Sciences,1,Male,3,1,4,Single,2795,1,Yes,1,1,1,0,0,1,25
29,0,Travel_Rarely,Research & Development,Medical,1,Female,2,1,4,Divorced,2532,1,No,8,3,4,3,0,3,7
44,0,Travel_Rarely,Research & Development,Life Sciences,2,Male,3,1,1,Married,2559,1,Yes,8,3,8,7,7,1,9
28,0,Travel_Rarely,Sales,Medical,1,Male,3,2,4,Single,4908,2,No,4,3,4,2,0,2,5
58,1,Travel_Frequently,Research & Development,Life Sciences,4,Male,2,1,4,Divorced,2380,1,Yes,3,2,1,0,0,0,2
43,0,Travel_Rarely,Research & Development,Life Sciences,1,Female,3,2,2,Divorced,4765,2,No,4,4,1,0,0,0,8
20,1,Travel_Rarely,Sales,Medical,3,Female,2,1,3,Single,2044,1,No,2,2,2,2,0,2,2
21,1,Travel_Rarely,Research & Development,Other,4,Female,3,1,4,Single,2693,1,No,1,2,1,0,0,0,18
36,0,Travel_Rarely,Research & Development,Life Sciences,3,Male,3,2,4,Married,6586,3,Yes,17,2,16,8,4,11,14
47,0,Travel_Rarely,Sales,Life Sciences,4,Female,2,1,4,Single,3294,2,Yes,3,2,3,2,1,2,2
22,1,Travel_Rarely,Research & Development,Life Sciences,2,Female,3,2,3,Married,4171,2,Yes,4,4,3,2,0,2,3
41,1,Travel_Rarely,Research & Development,Life Sciences,2,Female,1,1,4,Divorced,2778,1,Yes,10,2,7,7,1,0,2
28,0,Travel_Rarely,Research & Development,Medical,3,Female,3,1,3,Divorced,2377,1,No,6,3,2,2,2,2,9
39,1,Travel_Rarely,Research & Development,Medical,4,Male,3,1,1,Married,2404,1,Yes,8,1,2,2,2,2,6
27,0,Travel_Rarely,Research & Development,Life Sciences,2,Female,3,1,3,Single,2318,1,No,1,3,1,1,0,0,4
34,0,Travel_Rarely,Research & Development,Life Sciences,2,Male,3,1,2,Divorced,2008,1,No,1,3,1,0,1,0,10
42,0,Travel_Rarely,Sales,Medical,3,Female,2,2,3,Single,6244,3,No,10,3,5,4,0,3,14
33,0,Travel_Rarely,Research & Development,Other,3,Male,2,1,1,Single,2799,1,Yes,6,3,3,2,0,2,1
58,0,Travel_Rarely,Research & Development,Technical Degree,3,Female,2,3,2,Divorced,10552,4,Yes,24,3,6,0,0,4,5
31,0,Travel_Rarely,Sales,Life Sciences,2,Male,2,1,3,Married,2329,1,No,13,4,7,7,5,2,7
35,0,Travel_Rarely,Research & Development,Life Sciences,4,Female,3,2,4,Married,4014,2,Yes,10,1,10,6,0,7,21
49,0,Travel_Rarely,Research & Development,Other,1,Female,3,3,2,Married,7403,3,No,29,2,26,9,1,7,8
48,0,Travel_Rarely,Research & Development,Medical,4,Male,3,1,3,Married,2259,1,No,13,2,0,0,0,0,20
31,0,Non-Travel,Sales,Marketing,4,Female,3,2,3,Married,6932,3,No,9,2,9,8,0,0,20
36,0,Travel_Rarely,Research & Development,Other,2,Male,3,1,4,Single,4678,2,No,8,3,6,2,0,1,7
38,0,Travel_Rarely,Research & Development,Technical Degree,4,Female,3,3,1,Married,13582,5,No,15,3,15,12,5,11,1
32,0,Non-Travel,Research & Development,Life Sciences,3,Female,2,1,2,Married,2332,1,No,5,3,3,0,0,2,1
25,1,Travel_Rarely,Sales,Marketing,3,Male,2,1,2,Married,2413,1,Yes,1,3,1,0,0,0,19
40,0,Travel_Rarely,Sales,Marketing,1,Male,2,3,2,Divorced,9705,4,No,11,2,1,0,0,0,10
26,0,Travel_Frequently,Sales,Medical,3,Male,2,2,1,Single,4294,2,No,7,3,7,7,0,7,1
41,0,Travel_Rarely,Research & Development,Medical,4,Male,3,1,1,Single,4721,2,Yes,20,3,18,13,2,17,6
36,0,Travel_Rarely,Research & Development,Medical,3,Male,3,1,3,Single,2519,1,No,16,3,11,8,3,9,2
19,1,Travel_Rarely,Sales,Other,4,Male,2,1,2,Single,2121,1,Yes,1,4,1,0,0,0,21
20,1,Travel_Rarely,Research & Development,Technical Degree,1,Male,3,1,1,Single,2973,1,No,1,3,1,0,0,0,4
